"","x"
"10935",14
"10936",17
"10937",9
"10938",12
"10939",16
"10940",18
"10941",18
"10942",17
"10943",15
"10944",18
"10945",21
"10946",19
"10947",15
"10948",17
"10949",16
"10950",20
"10951",21
"10952",8
"10953",14
"10954",20
"10955",20
"10956",17
"10957",8
"10958",8
"10959",16
"10960",21
"10961",16
"10962",18
"10963",7
"10964",17
"10965",11
"10966",19
"10967",12
"10968",11
"10969",12
"10970",19
"10971",17
"10972",12
"10973",14
"10974",19
"10975",13
"10976",16
"10977",21
"10978",18
"10979",12
"10980",17
"10981",13
"10982",22
"10983",12
"10984",15
"10985",16
"10986",20
"10987",17
"10988",18
"10989",14
"10990",13
"10991",18
"10992",14
"10993",13
"10994",15
"10995",11
"10996",12
"10997",19
"10998",5
"10999",16
"11000",13
"11001",13
"11002",17
"11003",16
"11004",15
"11005",16
"11006",20
"11007",19
"11008",14
"11009",15
"11010",19
"11011",19
"11012",13
"11013",12
"11014",19
"11015",14
"11016",12
"11017",6
"11018",19
"11019",9
"11020",21
"11021",19
"11022",15
"11023",12
"11024",15
"11025",13
"11026",14
"11027",16
"11028",14
"11029",20
"11030",12
"11031",13
"11032",11
"11033",16
"11034",17
"11035",14
"11036",19
"11037",18
"11038",7
"11039",19
"11040",17
"11041",7
"11042",19
"11043",14
"11044",15
"11045",17
"11046",8
"11047",16
"11048",20
"11049",11
"11050",15
"11051",20
"11052",16
"11053",16
"11054",19
"11055",12
"11056",7
"11057",13
"11058",20
"11059",12
"11060",16
"11061",15
"11062",14
"11063",14
"11064",17
"11065",17
"11066",18
"11067",20
"11068",20
"11069",9
"11070",16
"11071",8
"11072",12
"11073",14
"11074",15
"11075",8
"11076",19
"11077",19
"11078",16
"11079",9
"11080",17
"11081",17
"11082",12
"11083",13
"11084",13
"11085",15
"11086",17
"11087",20
"11088",18
"11089",19
"11090",13
"11091",12
"11092",16
"11093",16
"11094",12
"11095",9
"11096",15
"11097",18
"11098",17
"11099",11
"11100",11
"11101",8
"11102",19
"11103",18
"11104",16
"11105",13
"11106",12
"11107",10
"11108",16
"11109",8
"11110",8
"11111",13
"11112",9
"11113",11
"11114",14
"11115",15
"11116",15
"11117",21
"11118",16
"11119",19
"11120",13
"11121",12
"11122",12
"11123",14
"11124",22
"11125",14
"11126",7
"11127",18
"11128",8
"11129",11
"11130",19
"11131",15
"11132",10
"11133",19
"11134",18
"11135",16
"11136",12
"11137",14
"11138",17
"11139",20
"11140",16
"11141",15
"11142",16
"11143",11
"11144",17
"11145",19
"11146",18
"11147",11
"11148",18
"11149",20
"11150",20
"11151",13
"11152",12
"11153",15
"11154",14
"11155",18
"11156",12
"11157",18
"11158",15
"11159",16
"11160",10
"11161",15
"11162",14
"11163",9
"11164",19
"11165",16
"11166",6
"11167",16
"11168",14
"11169",19
"11170",11
"11171",18
"11172",21
"11173",10
"11174",18
"11175",16
"11176",14
"11177",14
"11178",15
"11179",16
"11180",16
"11181",16
"11182",9
"11183",16
"11184",17
"11185",10
"11186",12
"11187",16
"11188",16
"11189",13
"11190",13
"11191",19
"11192",13
"11193",18
"11194",13
"11195",10
"11196",9
"11197",16
"11198",16
"11199",15
"11200",13
"11201",13
"11202",16
"11203",19
"11204",16
"11205",15
"11206",17
"11207",14
"11208",22
"11209",21
"11210",15
"11211",13
"11212",9
"11213",15
"11214",19
"11215",11
"11216",17
"11217",17
"11218",15
"11219",17
"11220",15
"11221",20
"11222",15
"11223",15
"11224",7
"11225",18
"11226",14
"11227",16
"11228",16
"11229",12
"11230",16
"11231",15
"11232",14
"11233",11
"11234",16
"11235",9
"11236",20
"11237",15
"11238",13
"11239",14
"11240",14
"11241",17
"11242",11
"11243",15
"11244",20
"11245",14
"11246",14
"11247",15
"11248",14
"11249",17
"11250",10
"11251",12
"11252",13
"11253",13
"11254",12
"11255",16
"11256",18
"11257",18
"11258",16
"11259",13
"11260",9
"11261",20
"11262",19
"11263",16
"11264",17
"11265",13
"11266",12
"11267",16
"11268",13
"11269",16
"11270",10
"11271",12
"11272",15
"11273",21
"11274",15
"11275",16
"11276",10
"11277",9
"11278",13
"11279",15
"11280",13
"11281",11
"11282",11
"11283",9
"11284",10
"11285",17
"11286",14
"11287",19
"11288",14
"11289",12
"11290",6
"11291",11
"11292",14
"11293",16
"11294",17
"11295",14
"11296",9
"11297",12
"11298",13
"11299",12
"11300",13
"11301",11
"11302",18
"11303",12
"11304",10
"11305",17
"11306",10
"11307",16
"11308",21
"11309",12
"11310",19
"11311",19
"11312",14
"11313",16
"11314",11
"11315",12
"11316",14
"11317",10
"11318",15
"11319",8
"11320",11
"11321",20
"11322",8
"11323",10
"11324",10
"11325",14
"11326",14
"11327",20
"11328",20
"11329",19
"11330",15
"11331",13
"11332",16
"11333",19
"11334",8
"11335",11
"11336",15
"11337",8
"11338",11
"11339",15
"11340",15
"11341",16
"11342",16
"11343",18
"11344",9
"11345",19
"11346",7
"11347",8
"11348",14
"11349",11
"11350",15
"11351",16
"11352",20
"11353",19
"11354",8
"11355",14
"11356",11
"11357",14
"11358",11
"11359",21
"11360",15
"11361",16
"11362",9
"11363",15
"11364",16
"11365",17
"11366",18
"11367",15
"11368",15
"11369",14
"11370",12
"11371",18
"11372",11
"11373",14
"11374",16
"11375",16
"11376",16
"11377",13
"11378",13
"11379",12
"11380",15
"11381",9
"11382",14
"11383",11
"11384",15
"11385",10
"11386",15
"11387",14
"11388",12
"11389",16
"11390",23
"11391",19
"11392",19
"11393",22
"11394",17
"11395",17
"11396",13
"11397",12
"11398",12
"11399",17
"11400",20
"11401",15
"11402",16
"11403",10
"11404",13
"11405",13
"11406",23
"11407",15
"11408",13
"11409",14
"11410",9
"11411",10
"11412",11
"11413",17
"11414",17
"11415",20
"11416",15
"11417",18
"11418",17
"11419",15
"11420",13
"11421",20
"11422",17
"11423",13
"11424",14
"11425",17
"11426",16
"11427",14
"11428",18
"11429",18
"11430",15
"11431",11
"11432",21
"11433",17
"11434",12
"11435",11
"11436",16
"11437",18
"11438",17
"11439",14
"11440",12
"11441",15
"11442",20
"11443",10
"11444",18
"11445",16
"11446",14
"11447",21
"11448",12
"11449",17
"11450",15
"11451",16
"11452",13
"11453",14
"11454",14
"11455",13
"11456",25
"11457",15
"11458",21
"11459",17
"11460",14
"11461",16
"11462",14
"11463",16
"11464",19
"11465",14
"11466",16
"11467",22
"11468",14
"11469",16
"11470",16
"11471",9
"11472",17
"11473",5
"11474",12
"11475",12
"11476",14
"11477",16
"11478",11
"11479",11
"11480",19
"11481",13
"11482",19
"11483",13
"11484",17
"11485",16
"11486",16
"11487",11
"11488",10
"11489",15
"11490",15
"11491",18
"11492",14
"11493",11
"11494",13
"11495",13
"11496",15
"11497",14
"11498",14
"11499",17
"11500",14
"11501",17
"11502",22
"11503",14
"11504",13
"11505",13
"11506",16
"11507",14
"11508",17
"11509",12
"11510",15
"11511",10
"11512",16
"11513",15
"11514",19
"11515",15
"11516",14
"11517",17
"11518",7
"11519",19
"11520",15
"11521",11
"11522",19
"11523",12
"11524",13
"11525",11
"11526",6
"11527",14
"11528",16
"11529",18
"11530",5
"11531",16
"11532",10
"11533",13
"11534",13
"11535",16
"11536",11
"11537",16
"11538",18
"11539",11
"11540",12
"11541",18
"11542",15
"11543",14
"11544",14
"11545",17
"11546",9
"11547",18
"11548",17
"11549",17
"11550",10
"11551",17
"11552",21
"11553",6
"11554",18
"11555",16
"11556",12
"11557",11
"11558",6
"11559",9
"11560",14
"11561",19
"11562",8
"11563",18
"11564",12
"11565",16
"11566",15
"11567",14
"11568",12
"11569",5
"11570",10
"11571",15
"11572",11
"11573",15
"11574",12
"11575",14
"11576",20
"11577",15
"11578",18
"11579",8
"11580",15
"11581",19
"11582",18
"11583",11
"11584",18
"11585",15
"11586",14
"11587",16
"11588",6
"11589",13
"11590",10
"11591",15
"11592",5
"11593",19
"11594",14
"11595",14
"11596",8
"11597",14
"11598",11
"11599",19
"11600",18
"11601",13
"11602",14
"11603",17
"11604",13
"11605",18
"11606",15
"11607",16
"11608",15
"11609",18
"11610",14
"11611",15
"11612",18
"11613",12
"11614",8
"11615",14
"11616",16
"11617",17
"11618",15
"11619",14
"11620",9
"11621",22
"11622",12
"11623",12
"11624",10
"11625",10
"11626",12
"11627",11
"11628",18
"11629",11
"11630",12
"11631",19
"11632",11
"11633",15
"11634",13
"11635",15
"11636",19
"11637",22
"11638",13
"11639",13
"11640",9
"11641",9
"11642",12
"11643",15
"11644",12
"11645",14
"11646",16
"11647",11
"11648",8
"11649",12
"11650",23
"11651",18
"11652",9
"11653",11
"11654",17
"11655",21
"11656",20
"11657",20
"11658",11
"11659",17
"11660",15
"11661",16
"11662",16
"11663",13
"11664",18
"11665",14
"11666",13
"11667",23
"11668",13
"11669",14
"11670",12
"11671",14
"11672",13
"11673",14
"11674",24
"11675",18
"11676",17
"11677",11
"11678",18
"11679",8
"11680",10
"11681",23
"11682",17
"11683",16
"11684",7
"11685",15
"11686",15
"11687",15
"11688",11
"11689",13
"11690",17
"11691",18
"11692",15
"11693",7
"11694",9
"11695",15
"11696",23
"11697",14
"11698",9
"11699",20
"11700",15
"11701",5
"11702",17
"11703",14
"11704",19
"11705",13
"11706",15
"11707",20
"11708",13
"11709",16
"11710",10
"11711",12
"11712",18
"11713",15
"11714",20
"11715",13
"11716",20
"11717",14
"11718",12
"11719",20
"11720",11
"11721",9
"11722",13
"11723",13
"11724",12
"11725",12
"11726",9
"11727",18
"11728",14
"11729",9
"11730",13
"11731",14
"11732",8
"11733",19
"11734",18
"11735",12
"11736",16
"11737",15
"11738",12
"11739",9
"11740",13
"11741",11
"11742",11
"11743",9
"11744",18
"11745",15
"11746",15
"11747",21
"11748",14
"11749",18
"11750",12
"11751",9
"11752",17
"11753",17
"11754",14
"11755",15
"11756",6
"11757",7
"11758",10
"11759",14
"11760",10
"11761",14
"11762",14
"11763",11
"11764",17
"11765",13
"11766",10
"11767",18
"11768",7
"11769",17
"11770",8
"11771",12
"11772",21
"11773",14
"11774",14
"11775",13
"11776",12
"11777",17
"11778",18
"11779",16
"11780",14
"11781",17
"11782",17
"11783",18
"11784",14
"11785",18
"11786",15
"11787",21
"11788",13
"11789",13
"11790",15
"11791",13
"11792",13
"11793",19
"11794",13
"11795",16
"11796",14
"11797",12
"11798",10
"11799",11
"11800",14
"11801",9
"11802",13
"11803",16
"11804",12
"11805",8
"11806",19
"11807",13
"11808",11
"11809",19
"11810",23
"11811",16
"11812",16
"11813",24
"11814",10
"11815",21
"11816",11
"11817",13
"11818",18
"11819",19
"11820",17
"11821",15
"11822",16
"11823",8
"11824",19
"11825",17
"11826",15
"11827",19
"11828",14
"11829",12
"11830",12
"11831",11
"11832",23
"11833",19
"11834",19
"11835",18
"11836",14
"11837",10
"11838",15
"11839",10
"11840",17
"11841",14
"11842",15
"11843",10
"11844",11
"11845",12
"11846",15
"11847",18
"11848",15
"11849",9
"11850",16
"11851",13
"11852",15
"11853",12
"11854",17
"11855",17
"11856",20
"11857",17
"11858",17
"11859",14
"11860",9
"11861",23
"11862",15
"11863",22
"11864",11
"11865",20
"11866",17
"11867",18
"11868",17
"11869",14
"11870",10
"11871",12
"11872",18
"11873",15
"11874",12
"11875",11
"11876",10
"11877",14
"11878",15
"11879",14
"11880",16
"11881",10
"11882",13
"11883",14
"11884",15
"11885",18
"11886",13
"11887",17
"11888",16
"11889",22
"11890",10
"11891",19
"11892",16
"11893",17
"11894",19
"11895",9
"11896",20
"11897",15
"11898",9
"11899",3
"11900",13
"11901",6
"11902",12
"11903",14
"11904",17
"11905",16
"11906",16
"11907",20
"11908",9
"11909",15
"11910",21
"11911",14
"11912",19
"11913",10
"11914",17
"11915",13
"11916",13
"11917",13
"11918",14
"11919",4
"11920",10
"11921",16
"11922",13
"11923",12
"11924",17
"11925",15
"11926",14
"11927",16
"11928",14
"11929",23
"11930",9
"11931",15
"11932",12
"11933",18
"11934",13
"11935",7
"11936",15
"11937",13
"11938",14
"11939",21
"11940",18
"11941",7
"11942",17
"11943",16
"11944",11
"11945",13
"11946",16
"11947",16
"11948",16
"11949",22
"11950",7
"11951",13
"11952",19
"11953",16
"11954",13
"11955",16
"11956",9
"11957",16
"11958",14
"11959",13
"11960",16
"11961",12
"11962",12
"11963",15
"11964",10
"11965",11
"11966",12
"11967",13
"11968",12
"11969",13
"11970",14
"11971",13
"11972",17
"11973",17
"11974",8
"11975",12
"11976",13
"11977",17
"11978",13
"11979",17
"11980",15
"11981",15
"11982",18
"11983",12
"11984",17
"11985",9
"11986",15
"11987",16
"11988",23
"11989",6
"11990",10
"11991",17
"11992",18
"11993",8
"11994",9
"11995",17
"11996",18
"11997",11
"11998",16
"11999",12
"12000",8
"12001",11
"12002",17
"12003",19
"12004",4
"12005",16
"12006",9
"12007",17
"12008",23
"12009",11
"12010",13
"12011",20
"12012",21
"12013",18
"12014",10
"12015",15
"12016",18
"12017",21
"12018",16
"12019",11
"12020",17
"12021",15
"12022",14
"12023",9
"12024",17
"12025",16
"12026",16
"12027",12
"12028",18
"12029",9
"12030",13
"12031",14
"12032",14
"12033",11
"12034",14
"12035",9
"12036",16
"12037",16
"12038",20
"12039",18
"12040",14
"12041",18
"12042",8
"12043",16
"12044",15
"12045",9
"12046",15
"12047",15
"12048",18
"12049",11
"12050",18
"12051",18
"12052",13
"12053",11
"12054",9
"12055",13
"12056",15
"12057",20
"12058",17
"12059",11
"12060",12
"12061",16
"12062",15
"12063",18
"12064",9
"12065",13
"12066",14
"12067",6
"12068",11
"12069",16
"12070",9
"12071",16
"12072",16
"12073",12
"12074",11
"12075",12
"12076",12
"12077",16
"12078",14
"12079",15
"12080",17
"12081",12
"12082",14
"12083",15
"12084",17
"12085",17
"12086",13
"12087",18
"12088",15
"12089",15
"12090",7
"12091",11
"12092",18
"12093",14
"12094",17
"12095",14
"12096",17
"12097",18
"12098",11
"12099",21
"12100",14
"12101",16
"12102",8
"12103",11
"12104",12
"12105",14
"12106",14
"12107",14
"12108",10
"12109",15
"12110",13
"12111",12
"12112",10
"12113",11
"12114",18
"12115",13
"12116",18
"12117",17
"12118",18
"12119",15
"12120",19
"12121",12
"12122",15
"12123",17
"12124",17
"12125",11
"12126",9
"12127",9
"12128",9
"12129",18
"12130",16
"12131",13
"12132",17
"12133",19
"12134",16
"12135",21
"12136",16
"12137",14
"12138",16
"12139",20
"12140",13
"12141",13
"12142",13
"12143",16
"12144",13
"12145",23
"12146",20
"12147",20
"12148",13
"12149",19
"12150",10
"12151",15
"12152",18
"12153",19
"12154",15
"12155",14
"12156",13
"12157",12
"12158",13
"12159",11
"12160",20
"12161",8
"12162",13
"12163",14
"12164",15
"12165",17
"12166",19
"12167",15
"12168",18
"12169",19
"12170",21
"12171",16
"12172",10
"12173",15
"12174",9
"12175",12
"12176",21
"12177",17
"12178",13
"12179",16
"12180",18
"12181",11
"12182",16
"12183",11
"12184",13
"12185",17
"12186",16
"12187",16
"12188",10
"12189",21
"12190",18
"12191",16
"12192",18
"12193",15
"12194",15
"12195",17
"12196",23
"12197",12
"12198",19
"12199",10
"12200",14
"12201",13
"12202",8
"12203",20
"12204",14
"12205",13
"12206",12
"12207",18
"12208",18
"12209",17
"12210",12
"12211",16
"12212",11
"12213",17
"12214",20
"12215",19
"12216",15
"12217",13
"12218",17
"12219",6
"12220",17
"12221",16
"12222",18
"12223",16
"12224",14
"12225",17
"12226",11
"12227",14
"12228",20
"12229",16
"12230",12
"12231",14
"12232",20
"12233",17
"12234",20
"12235",15
"12236",6
"12237",11
"12238",16
"12239",20
"12240",19
"12241",17
"12242",16
"12243",13
"12244",19
"12245",15
"12246",17
"12247",14
"12248",18
"12249",18
"12250",16
"12251",9
"12252",15
"12253",14
"12254",11
"12255",18
"12256",19
"12257",20
"12258",11
"12259",8
"12260",10
"12261",12
"12262",17
"12263",10
"12264",9
"12265",12
"12266",13
"12267",8
"12268",9
"12269",18
"12270",12
"12271",16
"12272",15
"12273",19
"12274",14
"12275",13
"12276",8
"12277",9
"12278",16
"12279",9
"12280",12
"12281",11
"12282",18
"12283",20
"12284",14
"12285",21
"12286",19
"12287",10
"12288",14
"12289",11
"12290",19
"12291",16
"12292",15
"12293",8
"12294",18
"12295",13
"12296",16
"12297",18
"12298",16
"12299",15
"12300",17
"12301",24
"12302",11
"12303",18
"12304",12
"12305",16
"12306",22
"12307",14
"12308",13
"12309",14
"12310",14
"12311",14
"12312",9
"12313",19
"12314",15
"12315",15
"12316",14
"12317",13
"12318",9
"12319",11
"12320",14
"12321",15
"12322",14
"12323",11
"12324",13
"12325",14
"12326",21
"12327",15
"12328",13
"12329",10
"12330",18
"12331",15
"12332",11
"12333",12
"12334",18
"12335",17
"12336",14
"12337",14
"12338",18
"12339",10
"12340",12
"12341",17
"12342",12
"12343",19
"12344",16
"12345",13
"12346",20
"12347",9
"12348",11
"12349",14
"12350",18
"12351",17
"12352",19
"12353",18
"12354",18
"12355",12
"12356",10
"12357",11
"12358",17
"12359",14
"12360",14
"12361",18
"12362",18
"12363",15
"12364",10
"12365",18
"12366",17
"12367",18
"12368",19
"12369",23
"12370",18
"12371",11
"12372",11
"12373",7
"12374",20
"12375",13
"12376",14
"12377",13
"12378",14
"12379",17
"12380",12
"12381",15
"12382",17
"12383",12
"12384",13
"12385",20
"12386",11
"12387",21
"12388",16
"12389",19
"12390",17
"12391",14
"12392",16
"12393",18
"12394",12
"12395",16
"12396",14
"12397",18
"12398",23
"12399",11
"12400",13
"12401",10
"12402",17
"12403",22
"12404",13
"12405",21
"12406",17
"12407",17
"12408",12
"12409",12
"12410",18
"12411",14
"12412",15
"12413",14
"12414",10
"12415",14
"12416",14
"12417",14
"12418",15
"12419",12
"12420",13
"12421",14
"12422",15
"12423",15
"12424",8
"12425",9
"12426",11
"12427",15
"12428",19
"12429",14
"12430",10
"12431",14
"12432",12
"12433",17
"12434",17
"12435",7
"12436",18
"12437",14
"12438",15
"12439",17
"12440",21
"12441",12
"12442",17
"12443",14
"12444",17
"12445",20
"12446",11
"12447",13
"12448",16
"12449",9
"12450",13
"12451",15
"12452",19
"12453",17
"12454",9
"12455",17
"12456",15
"12457",13
"12458",12
"12459",11
"12460",19
"12461",19
"12462",20
"12463",15
"12464",13
"12465",21
"12466",17
"12467",18
"12468",16
"12469",17
"12470",14
"12471",9
"12472",12
"12473",17
"12474",19
"12475",12
"12476",17
"12477",17
"12478",12
"12479",7
"12480",14
"12481",20
"12482",14
"12483",14
"12484",11
"12485",13
"12486",15
"12487",13
"12488",11
"12489",15
"12490",18
"12491",24
"12492",18
"12493",16
"12494",18
"12495",17
"12496",10
"12497",18
"12498",19
"12499",15
"12500",13
"12501",24
"12502",19
"12503",7
"12504",17
"12505",8
"12506",20
"12507",11
"12508",10
"12509",15
"12510",17
"12511",17
"12512",13
"12513",18
"12514",13
"12515",12
"12516",9
"12517",21
"12518",15
"12519",17
"12520",12
"12521",17
"12522",21
"12523",14
"12524",17
"12525",15
"12526",16
"12527",12
"12528",22
"12529",19
"12530",16
"12531",17
"12532",19
"12533",14
"12534",16
"12535",16
"12536",17
"12537",11
"12538",20
"12539",16
"12540",13
"12541",9
"12542",15
"12543",10
"12544",13
"12545",13
"12546",15
"12547",11
"12548",16
"12549",16
"12550",17
"12551",14
"12552",14
"12553",9
"12554",18
"12555",10
"12556",14
"12557",12
"12558",9
"12559",13
"12560",15
"12561",13
"12562",12
"12563",23
"12564",13
"12565",16
"12566",11
"12567",17
"12568",20
"12569",13
"12570",18
"12571",13
"12572",13
"12573",13
"12574",13
"12575",19
"12576",14
"12577",18
"12578",20
"12579",14
"12580",20
"12581",17
"12582",15
"12583",19
"12584",14
"12585",13
"12586",16
"12587",11
"12588",8
"12589",14
"12590",14
"12591",19
"12592",12
"12593",17
"12594",15
"12595",20
"12596",17
"12597",13
"12598",15
"12599",19
"12600",16
"12601",13
"12602",20
"12603",15
"12604",18
"12605",17
"12606",17
"12607",11
"12608",16
"12609",16
"12610",12
"12611",15
"12612",17
"12613",20
"12614",9
"12615",13
"12616",12
"12617",18
"12618",17
"12619",16
"12620",17
"12621",12
"12622",17
"12623",13
"12624",15
"12625",20
"12626",19
"12627",14
"12628",12
"12629",23
"12630",15
"12631",18
"12632",18
"12633",8
"12634",16
"12635",13
"12636",15
"12637",12
"12638",9
"12639",10
"12640",12
"12641",16
"12642",13
"12643",11
"12644",11
"12645",16
"12646",12
"12647",17
"12648",19
"12649",12
"12650",17
"12651",17
"12652",15
"12653",13
"12654",13
"12655",15
"12656",18
"12657",20
"12658",19
"12659",17
"12660",11
"12661",15
"12662",16
"12663",18
"12664",17
"12665",21
"12666",18
"12667",11
"12668",12
"12669",13
"12670",13
"12671",16
"12672",11
"12673",14
"12674",20
"12675",17
"12676",11
"12677",9
"12678",16
"12679",13
"12680",17
"12681",7
"12682",11
"12683",18
"12684",17
"12685",15
"12686",13
"12687",17
"12688",10
"12689",14
"12690",12
"12691",15
"12692",17
"12693",17
"12694",16
"12695",18
"12696",10
"12697",18
"12698",12
"12699",14
"12700",16
"12701",9
"12702",6
"12703",9
"12704",21
"12705",16
"12706",22
"12707",10
"12708",14
"12709",10
"12710",14
"12711",17
"12712",17
"12713",17
"12714",14
"12715",16
"12716",15
"12717",19
"12718",17
"12719",18
"12720",21
"12721",12
"12722",15
"12723",19
"12724",20
"12725",9
"12726",14
"12727",24
"12728",19
"12729",13
"12730",13
"12731",11
"12732",14
"12733",22
"12734",11
"12735",16
"12736",16
"12737",19
"12738",19
"12739",15
"12740",20
"12741",16
"12742",19
"12743",14
"12744",16
"12745",12
"12746",18
"12747",15
"12748",16
"12749",13
"12750",12
"12751",13
"12752",14
"12753",16
"12754",20
"12755",17
"12756",18
"12757",18
"12758",15
"12759",16
"12760",16
"12761",15
"12762",21
"12763",14
"12764",19
"12765",18
"12766",17
"12767",12
"12768",13
"12769",16
"12770",15
"12771",12
"12772",13
"12773",13
"12774",4
"12775",11
"12776",16
"12777",18
"12778",24
"12779",14
"12780",11
"12781",15
"12782",12
"12783",16
"12784",17
"12785",16
"12786",14
"12787",13
"12788",12
"12789",8
"12790",17
"12791",10
"12792",16
"12793",13
"12794",16
"12795",14
"12796",18
"12797",15
"12798",15
"12799",19
"12800",20
"12801",13
"12802",18
"12803",12
"12804",10
"12805",9
"12806",17
"12807",17
"12808",10
"12809",9
"12810",10
"12811",16
"12812",14
"12813",14
"12814",21
"12815",17
"12816",13
"12817",17
"12818",10
"12819",21
"12820",10
"12821",21
"12822",12
"12823",15
"12824",7
"12825",10
"12826",16
"12827",15
"12828",14
"12829",17
"12830",17
"12831",13
"12832",17
"12833",14
"12834",16
"12835",20
"12836",9
"12837",15
"12838",18
"12839",11
"12840",13
"12841",15
"12842",7
"12843",19
"12844",15
"12845",17
"12846",7
"12847",13
"12848",20
"12849",17
"12850",12
"12851",17
"12852",8
"12853",14
"12854",16
"12855",18
"12856",17
"12857",15
"12858",10
"12859",20
"12860",18
"12861",21
"12862",11
"12863",10
"12864",15
"12865",6
"12866",14
"12867",6
"12868",16
"12869",18
"12870",4
"12871",10
"12872",22
"12873",20
"12874",10
"12875",19
"12876",18
"12877",16
"12878",13
"12879",10
"12880",18
"12881",14
"12882",12
"12883",10
"12884",16
"12885",15
"12886",14
"12887",18
"12888",6
"12889",16
"12890",15
"12891",11
"12892",22
"12893",16
"12894",16
"12895",13
"12896",17
"12897",8
"12898",10
"12899",15
"12900",12
"12901",17
"12902",22
"12903",11
"12904",15
"12905",15
"12906",13
"12907",18
"12908",14
"12909",15
"12910",11
"12911",15
"12912",8
"12913",10
"12914",15
"12915",19
"12916",19
"12917",9
"12918",27
"12919",17
"12920",11
"12921",19
"12922",17
"12923",16
"12924",13
"12925",15
"12926",18
"12927",17
"12928",11
"12929",12
"12930",5
"12931",12
"12932",13
"12933",12
"12934",19
"12935",9
"12936",14
"12937",17
"12938",16
"12939",19
"12940",17
"12941",11
"12942",11
"12943",11
"12944",13
"12945",14
"12946",14
"12947",19
"12948",19
"12949",15
"12950",16
"12951",16
"12952",19
"12953",12
"12954",15
"12955",12
"12956",17
"12957",20
"12958",17
"12959",16
"12960",11
"12961",15
"12962",14
"12963",12
"12964",15
"12965",12
"12966",11
"12967",12
"12968",18
"12969",15
"12970",12
"12971",18
"12972",15
"12973",22
"12974",16
"12975",20
"12976",20
"12977",16
"12978",16
"12979",12
"12980",12
"12981",16
"12982",11
"12983",14
"12984",17
"12985",17
"12986",19
"12987",19
"12988",12
"12989",11
"12990",20
"12991",14
"12992",9
"12993",16
"12994",14
"12995",12
"12996",15
"12997",16
"12998",12
"12999",19
"13000",14
"13001",18
"13002",20
"13003",17
"13004",15
"13005",16
"13006",17
"13007",16
"13008",17
"13009",14
"13010",19
"13011",13
"13012",9
"13013",8
"13014",19
"13015",11
"13016",9
"13017",15
"13018",20
"13019",15
"13020",19
"13021",14
"13022",17
"13023",17
"13024",11
"13025",12
"13026",12
"13027",19
"13028",19
"13029",15
"13030",15
"13031",10
"13032",15
"13033",15
"13034",13
"13035",15
"13036",13
"13037",9
"13038",19
"13039",19
"13040",15
"13041",16
"13042",11
"13043",16
"13044",14
"13045",21
"13046",16
"13047",16
"13048",14
"13049",17
"13050",17
"13051",10
"13052",19
"13053",16
"13054",13
"13055",6
"13056",17
"13057",16
"13058",23
"13059",13
"13060",15
"13061",21
"13062",14
"13063",19
"13064",18
"13065",20
"13066",16
"13067",18
"13068",17
"13069",16
"13070",13
"13071",17
"13072",15
"13073",7
"13074",20
"13075",15
"13076",17
"13077",7
"13078",12
"13079",15
"13080",17
"13081",10
"13082",13
"13083",18
"13084",11
"13085",13
"13086",10
"13087",11
"13088",15
"13089",16
"13090",21
"13091",16
"13092",16
"13093",12
"13094",16
"13095",13
"13096",13
"13097",20
"13098",15
"13099",18
"13100",14
"13101",14
"13102",9
"13103",18
"13104",13
"13105",14
"13106",18
"13107",12
"13108",18
"13109",16
"13110",15
"13111",18
"13112",12
"13113",14
"13114",17
"13115",14
"13116",15
"13117",17
"13118",10
"13119",9
"13120",17
"13121",15
"13122",13
"13123",17
"13124",15
"13125",19
"13126",21
"13127",17
"13128",15
"13129",16
"13130",15
"13131",12
"13132",10
"13133",9
"13134",12
"13135",22
"13136",11
"13137",19
"13138",15
"13139",15
"13140",11
"13141",18
"13142",20
"13143",17
"13144",18
"13145",13
"13146",13
"13147",20
"13148",14
"13149",22
"13150",17
"13151",14
"13152",21
"13153",18
"13154",12
"13155",16
"13156",19
"13157",17
"13158",16
"13159",10
"13160",17
"13161",19
"13162",18
"13163",19
"13164",13
"13165",13
"13166",13
"13167",16
"13168",11
"13169",8
"13170",16
"13171",20
"13172",18
"13173",13
"13174",17
"13175",15
"13176",17
"13177",16
"13178",13
"13179",14
"13180",12
"13181",16
"13182",15
"13183",17
"13184",14
"13185",13
"13186",13
"13187",14
"13188",18
"13189",16
"13190",17
"13191",14
"13192",12
"13193",6
"13194",12
"13195",17
"13196",20
"13197",13
"13198",20
"13199",4
"13200",22
"13201",8
"13202",11
"13203",14
"13204",16
"13205",17
"13206",22
"13207",18
"13208",18
"13209",11
"13210",17
"13211",17
"13212",19
"13213",19
"13214",10
"13215",22
"13216",16
"13217",14
"13218",18
"13219",19
"13220",15
"13221",10
"13222",15
"13223",11
"13224",12
"13225",19
"13226",15
"13227",20
"13228",19
"13229",17
"13230",16
"13231",22
"13232",19
"13233",11
"13234",15
"13235",17
"13236",23
"13237",16
"13238",15
"13239",17
"13240",11
"13241",16
"13242",13
"13243",14
"13244",16
"13245",16
"13246",18
"13247",16
"13248",16
"13249",15
"13250",15
"13251",18
"13252",9
"13253",12
"13254",12
"13255",12
"13256",10
"13257",13
"13258",15
"13259",19
"13260",18
"13261",8
"13262",20
"13263",17
"13264",18
"13265",15
"13266",12
