"","x"
"20149",3
"20150",9
"20151",8
"20152",3
"20153",11
"20154",1
"20155",3
"20156",12
"20157",12
"20158",23
"20159",27
"20160",15
"20161",4
"20162",9
"20163",22
"20164",4
"20165",7
"20166",22
"20167",23
"20168",10
"20169",14
"20170",7
"20171",10
"20172",25
"20173",17
"20174",22
"20175",18
"20176",3
"20177",13
"20178",23
"20179",8
"20180",8
"20181",12
"20182",14
"20183",22
"20184",19
"20185",1
"20186",10
"20187",13
"20188",12
"20189",7
"20190",6
"20191",13
"20192",14
"20193",4
"20194",4
"20195",8
"20196",14
"20197",23
"20198",5
"20199",14
"20200",4
"20201",11
"20202",4
"20203",28
"20204",5
"20205",12
"20206",7
"20207",8
"20208",10
"20209",9
"20210",16
"20211",12
"20212",7
"20213",6
"20214",18
"20215",2
"20216",4
"20217",18
"20218",13
"20219",15
"20220",6
"20221",7
"20222",9
"20223",5
"20224",13
"20225",17
"20226",3
"20227",5
"20228",6
"20229",12
"20230",8
"20231",2
"20232",14
"20233",17
"20234",22
"20235",3
"20236",2
"20237",7
"20238",18
"20239",7
"20240",2
"20241",19
"20242",26
"20243",1
"20244",6
"20245",7
"20246",2
"20247",4
"20248",15
"20249",13
"20250",11
"20251",5
"20252",24
"20253",24
"20254",7
"20255",16
"20256",18
"20257",17
"20258",9
"20259",5
"20260",8
"20261",16
"20262",4
"20263",1
"20264",6
"20265",7
"20266",5
"20267",1
"20268",15
"20269",11
"20270",5
"20271",3
"20272",11
"20273",4
"20274",3
"20275",16
"20276",1
"20277",1
"20278",19
"20279",12
"20280",2
"20281",2
"20282",26
"20283",9
"20284",11
"20285",17
"20286",8
"20287",7
"20288",3
"20289",5
"20290",2
"20291",7
"20292",29
"20293",13
"20294",5
"20295",6
"20296",8
"20297",22
"20298",7
"20299",13
"20300",13
"20301",19
"20302",7
"20303",6
"20304",12
"20305",22
"20306",16
"20307",2
"20308",1
"20309",6
"20310",5
"20311",28
"20312",16
"20313",2
"20314",15
"20315",1
"20316",8
"20317",10
"20318",9
"20319",12
"20320",7
"20321",4
"20322",15
"20323",6
"20324",4
"20325",10
"20326",3
"20327",15
"20328",12
"20329",18
"20330",12
"20331",11
"20332",10
"20333",5
"20334",3
"20335",25
"20336",11
"20337",4
"20338",8
"20339",11
"20340",19
"20341",16
"20342",1
"20343",8
"20344",16
"20345",6
"20346",13
"20347",1
"20348",10
"20349",4
"20350",18
"20351",10
"20352",9
"20353",15
"20354",2
"20355",15
"20356",12
"20357",7
"20358",8
"20359",20
"20360",4
"20361",8
"20362",13
"20363",4
"20364",5
"20365",16
"20366",7
"20367",2
"20368",10
"20369",8
"20370",7
"20371",7
"20372",5
"20373",12
"20374",12
"20375",2
"20376",21
"20377",11
"20378",2
"20379",14
"20380",5
"20381",15
"20382",12
"20383",8
"20384",9
"20385",17
"20386",6
"20387",12
"20388",14
"20389",9
"20390",9
"20391",33
"20392",8
"20393",2
"20394",6
"20395",4
"20396",3
"20397",4
"20398",7
"20399",8
"20400",18
"20401",8
"20402",3
"20403",10
"20404",24
"20405",14
"20406",4
"20407",20
"20408",5
"20409",13
"20410",9
"20411",16
"20412",19
"20413",17
"20414",14
"20415",5
"20416",5
"20417",15
"20418",5
"20419",7
"20420",13
"20421",5
"20422",12
"20423",6
"20424",9
"20425",12
"20426",5
"20427",8
"20428",11
"20429",9
"20430",3
"20431",2
"20432",11
"20433",17
"20434",4
"20435",14
"20436",8
"20437",16
"20438",12
"20439",7
"20440",0
"20441",7
"20442",3
"20443",9
"20444",3
"20445",13
"20446",11
"20447",6
"20448",21
"20449",21
"20450",24
"20451",10
"20452",13
"20453",18
"20454",16
"20455",18
"20456",1
"20457",14
"20458",17
"20459",5
"20460",13
"20461",10
"20462",1
"20463",22
"20464",0
"20465",14
"20466",14
"20467",3
"20468",2
"20469",9
"20470",17
"20471",8
"20472",6
"20473",10
"20474",13
"20475",10
"20476",7
"20477",4
"20478",3
"20479",12
"20480",11
"20481",9
"20482",13
"20483",9
"20484",11
"20485",0
"20486",4
"20487",10
"20488",7
"20489",19
"20490",12
"20491",1
"20492",12
"20493",22
"20494",8
"20495",1
"20496",3
"20497",21
"20498",2
"20499",7
"20500",13
"20501",8
"20502",6
"20503",10
"20504",3
"20505",3
"20506",16
"20507",10
"20508",11
"20509",23
"20510",5
"20511",3
"20512",15
"20513",9
"20514",20
"20515",6
"20516",0
"20517",5
"20518",4
"20519",9
"20520",15
"20521",23
"20522",2
"20523",17
"20524",10
"20525",15
"20526",8
"20527",7
"20528",14
"20529",5
"20530",12
"20531",7
"20532",4
"20533",17
"20534",18
"20535",17
"20536",5
"20537",5
"20538",8
"20539",11
"20540",6
"20541",3
"20542",5
"20543",16
"20544",12
"20545",2
"20546",7
"20547",6
"20548",16
"20549",16
"20550",15
"20551",2
"20552",1
"20553",7
"20554",6
"20555",18
"20556",17
"20557",36
"20558",31
"20559",19
"20560",4
"20561",11
"20562",15
"20563",9
"20564",12
"20565",4
"20566",5
"20567",10
"20568",20
"20569",12
"20570",2
"20571",3
"20572",9
"20573",46
"20574",5
"20575",3
"20576",26
"20577",8
"20578",15
"20579",18
"20580",8
"20581",7
"20582",13
"20583",8
"20584",10
"20585",11
"20586",18
"20587",5
"20588",3
"20589",20
"20590",15
"20591",15
"20592",4
"20593",7
"20594",13
"20595",25
"20596",14
"20597",2
"20598",6
"20599",18
"20600",0
"20601",9
"20602",12
"20603",6
"20604",7
"20605",17
"20606",3
"20607",5
"20608",1
"20609",3
"20610",21
"20611",9
"20612",14
"20613",4
"20614",9
"20615",8
"20616",9
"20617",16
"20618",10
"20619",13
"20620",9
"20621",12
"20622",14
"20623",22
"20624",2
"20625",6
"20626",13
"20627",11
"20628",18
"20629",24
"20630",13
"20631",4
"20632",6
"20633",2
"20634",5
"20635",20
"20636",13
"20637",17
"20638",17
"20639",6
"20640",4
"20641",4
"20642",10
"20643",12
"20644",4
"20645",4
"20646",4
"20647",15
"20648",10
"20649",5
"20650",22
"20651",12
"20652",2
"20653",10
"20654",7
"20655",7
"20656",3
"20657",5
"20658",7
"20659",10
"20660",4
"20661",6
"20662",22
"20663",8
"20664",9
"20665",19
"20666",12
"20667",19
"20668",16
"20669",9
"20670",3
"20671",5
"20672",2
"20673",12
"20674",6
"20675",3
"20676",7
"20677",7
"20678",18
"20679",16
"20680",19
"20681",9
"20682",6
"20683",4
"20684",7
"20685",9
"20686",17
"20687",1
"20688",8
"20689",18
"20690",8
"20691",11
"20692",11
"20693",9
"20694",25
"20695",10
"20696",29
"20697",11
"20698",14
"20699",31
"20700",11
"20701",6
"20702",13
"20703",16
"20704",7
"20705",12
"20706",5
"20707",5
"20708",13
"20709",6
"20710",6
"20711",6
"20712",8
"20713",14
"20714",28
"20715",22
"20716",4
"20717",7
"20718",3
"20719",6
"20720",12
"20721",1
"20722",8
"20723",8
"20724",16
"20725",4
"20726",7
"20727",16
"20728",1
"20729",11
"20730",12
"20731",8
"20732",1
"20733",12
"20734",13
"20735",3
"20736",13
"20737",26
"20738",12
"20739",18
"20740",8
"20741",7
"20742",22
"20743",15
"20744",5
"20745",26
"20746",15
"20747",6
"20748",1
"20749",4
"20750",4
"20751",7
"20752",8
"20753",7
"20754",10
"20755",7
"20756",7
"20757",23
"20758",11
"20759",20
"20760",14
"20761",14
"20762",7
"20763",6
"20764",10
"20765",17
"20766",8
"20767",15
"20768",11
"20769",16
"20770",14
"20771",16
"20772",4
"20773",9
"20774",3
"20775",6
"20776",17
"20777",8
"20778",21
"20779",0
"20780",20
"20781",2
"20782",9
"20783",5
"20784",20
"20785",6
"20786",22
"20787",2
"20788",8
"20789",8
"20790",4
"20791",8
"20792",22
"20793",37
"20794",20
"20795",0
"20796",13
"20797",5
"20798",19
"20799",14
"20800",6
"20801",18
"20802",6
"20803",5
"20804",13
"20805",3
"20806",17
"20807",2
"20808",19
"20809",7
"20810",8
"20811",3
"20812",7
"20813",22
"20814",3
"20815",23
"20816",18
"20817",0
"20818",8
"20819",13
"20820",12
"20821",17
"20822",21
"20823",3
"20824",5
"20825",3
"20826",8
"20827",18
"20828",13
"20829",4
"20830",5
"20831",12
"20832",9
"20833",7
"20834",1
"20835",13
"20836",5
"20837",16
"20838",11
"20839",2
"20840",3
"20841",1
"20842",7
"20843",10
"20844",30
"20845",9
"20846",9
"20847",11
"20848",8
"20849",6
"20850",17
"20851",2
"20852",11
"20853",4
"20854",17
"20855",2
"20856",6
"20857",4
"20858",14
"20859",24
"20860",22
"20861",20
"20862",1
"20863",6
"20864",4
"20865",1
"20866",7
"20867",28
"20868",7
"20869",7
"20870",7
"20871",13
"20872",6
"20873",10
"20874",3
"20875",9
"20876",14
"20877",14
"20878",15
"20879",8
"20880",3
"20881",10
"20882",9
"20883",6
"20884",4
"20885",15
"20886",4
"20887",20
"20888",6
"20889",23
"20890",1
"20891",2
"20892",11
"20893",25
"20894",7
"20895",5
"20896",22
"20897",4
"20898",9
"20899",11
"20900",31
"20901",10
"20902",15
"20903",5
"20904",1
"20905",25
"20906",22
"20907",13
"20908",6
"20909",3
"20910",0
"20911",3
"20912",9
"20913",2
"20914",8
"20915",14
"20916",4
"20917",7
"20918",22
"20919",11
"20920",1
"20921",17
"20922",20
"20923",14
"20924",8
"20925",5
"20926",15
"20927",14
"20928",3
"20929",1
"20930",16
"20931",5
"20932",7
"20933",13
"20934",5
"20935",13
"20936",10
"20937",10
"20938",12
"20939",8
"20940",5
"20941",9
"20942",11
"20943",6
"20944",7
"20945",4
"20946",17
"20947",5
"20948",13
"20949",18
"20950",11
"20951",16
"20952",10
"20953",6
"20954",1
"20955",16
"20956",2
"20957",14
"20958",14
"20959",7
"20960",4
"20961",6
"20962",8
"20963",18
"20964",8
"20965",22
"20966",1
"20967",9
"20968",6
"20969",3
"20970",17
"20971",11
"20972",12
"20973",3
"20974",38
"20975",34
"20976",5
"20977",10
"20978",5
"20979",4
"20980",32
"20981",12
"20982",5
"20983",20
"20984",2
"20985",6
"20986",10
"20987",4
"20988",13
"20989",4
"20990",9
"20991",6
"20992",5
"20993",4
"20994",16
"20995",23
"20996",26
"20997",20
"20998",13
"20999",8
"21000",6
"21001",5
"21002",11
"21003",4
"21004",9
"21005",8
"21006",3
"21007",11
"21008",15
"21009",22
"21010",10
"21011",4
"21012",6
"21013",18
"21014",9
"21015",10
"21016",15
"21017",4
"21018",14
"21019",25
"21020",28
"21021",5
"21022",11
"21023",29
"21024",10
"21025",9
"21026",26
"21027",3
"21028",12
"21029",6
"21030",14
"21031",30
"21032",10
"21033",5
"21034",11
"21035",3
"21036",9
"21037",9
"21038",20
"21039",8
"21040",8
"21041",7
"21042",5
"21043",21
"21044",6
"21045",24
"21046",10
"21047",8
"21048",11
"21049",15
"21050",7
"21051",14
"21052",8
"21053",5
"21054",16
"21055",6
"21056",4
"21057",5
"21058",13
"21059",6
"21060",14
"21061",16
"21062",1
"21063",20
"21064",4
"21065",5
"21066",18
"21067",8
"21068",13
"21069",23
"21070",10
"21071",12
"21072",1
"21073",9
"21074",20
"21075",35
"21076",20
"21077",8
"21078",1
"21079",10
"21080",13
"21081",3
"21082",3
"21083",19
"21084",12
"21085",6
"21086",6
"21087",12
"21088",28
"21089",25
"21090",5
"21091",11
"21092",12
"21093",2
"21094",12
"21095",1
"21096",6
"21097",10
"21098",12
"21099",6
"21100",11
"21101",4
"21102",9
"21103",14
"21104",24
"21105",22
"21106",14
"21107",16
"21108",11
"21109",9
"21110",10
"21111",24
"21112",9
"21113",6
"21114",8
"21115",6
"21116",6
"21117",3
"21118",17
"21119",8
"21120",18
"21121",7
"21122",12
"21123",10
"21124",14
"21125",13
"21126",9
"21127",4
"21128",29
"21129",1
"21130",6
"21131",35
"21132",6
"21133",5
"21134",25
"21135",3
"21136",1
"21137",15
"21138",16
"21139",8
"21140",16
"21141",16
"21142",14
"21143",5
"21144",20
"21145",4
"21146",20
"21147",11
"21148",6
"21149",8
"21150",20
"21151",4
"21152",6
"21153",8
"21154",9
"21155",12
"21156",14
"21157",8
"21158",3
"21159",8
"21160",15
"21161",7
"21162",1
"21163",7
"21164",23
"21165",18
"21166",11
"21167",2
"21168",3
"21169",17
"21170",10
"21171",11
"21172",9
"21173",9
"21174",5
"21175",21
"21176",1
"21177",4
"21178",14
"21179",12
"21180",2
"21181",6
"21182",10
"21183",4
"21184",12
"21185",10
"21186",22
"21187",19
"21188",6
"21189",15
"21190",17
"21191",11
"21192",1
"21193",8
"21194",17
"21195",2
"21196",11
"21197",5
"21198",2
"21199",9
"21200",3
"21201",5
"21202",6
"21203",11
"21204",21
"21205",16
"21206",9
"21207",16
"21208",11
"21209",5
"21210",10
"21211",16
"21212",8
"21213",11
"21214",12
"21215",17
"21216",6
"21217",7
"21218",0
"21219",2
"21220",17
"21221",13
"21222",6
"21223",6
"21224",3
"21225",3
"21226",14
"21227",18
"21228",2
"21229",14
"21230",7
"21231",5
"21232",6
"21233",19
"21234",19
"21235",3
"21236",7
"21237",2
"21238",14
"21239",24
"21240",8
"21241",14
"21242",11
"21243",13
"21244",15
"21245",5
"21246",8
"21247",18
"21248",5
"21249",11
"21250",13
"21251",13
"21252",14
"21253",5
"21254",13
"21255",9
"21256",13
"21257",20
"21258",13
"21259",17
"21260",24
"21261",6
"21262",14
"21263",4
"21264",4
"21265",17
"21266",2
"21267",24
"21268",7
"21269",7
"21270",6
"21271",10
"21272",8
"21273",22
"21274",36
"21275",14
"21276",4
"21277",2
"21278",8
"21279",17
"21280",3
"21281",5
"21282",17
"21283",4
"21284",23
"21285",3
"21286",6
"21287",9
"21288",13
"21289",16
"21290",9
"21291",7
"21292",4
"21293",10
"21294",10
"21295",14
"21296",13
"21297",13
"21298",18
"21299",7
"21300",9
"21301",3
"21302",7
"21303",8
"21304",7
"21305",13
"21306",5
"21307",4
"21308",17
"21309",15
"21310",7
"21311",9
"21312",18
"21313",19
"21314",7
"21315",16
"21316",4
"21317",5
"21318",12
"21319",15
"21320",8
"21321",12
"21322",1
"21323",10
"21324",13
"21325",27
"21326",2
"21327",34
"21328",5
"21329",19
"21330",15
"21331",11
"21332",6
"21333",3
"21334",9
"21335",14
"21336",20
"21337",10
"21338",5
"21339",28
"21340",17
"21341",13
"21342",11
"21343",8
"21344",4
"21345",3
"21346",4
"21347",10
"21348",19
"21349",10
"21350",8
"21351",18
"21352",7
"21353",1
"21354",6
"21355",15
"21356",4
"21357",9
"21358",6
"21359",9
"21360",19
"21361",10
"21362",7
"21363",5
"21364",7
"21365",10
"21366",10
"21367",6
"21368",19
"21369",7
"21370",12
"21371",2
"21372",8
"21373",13
"21374",4
"21375",7
"21376",33
"21377",10
"21378",14
"21379",12
"21380",10
"21381",4
"21382",9
"21383",9
"21384",7
"21385",16
"21386",1
"21387",12
"21388",17
"21389",12
"21390",8
"21391",5
"21392",4
"21393",8
"21394",13
"21395",6
"21396",2
"21397",11
"21398",12
"21399",5
"21400",5
"21401",18
"21402",4
"21403",3
"21404",5
"21405",28
"21406",8
"21407",13
"21408",7
"21409",9
"21410",17
"21411",5
"21412",18
"21413",13
"21414",6
"21415",12
"21416",20
"21417",1
"21418",8
"21419",22
"21420",6
"21421",15
"21422",20
"21423",17
"21424",14
"21425",7
"21426",24
"21427",8
"21428",5
"21429",6
"21430",11
"21431",7
"21432",9
"21433",15
"21434",13
"21435",12
"21436",2
"21437",18
"21438",5
"21439",13
"21440",11
"21441",12
"21442",6
"21443",13
"21444",6
"21445",17
"21446",5
"21447",8
"21448",1
"21449",8
"21450",11
"21451",16
"21452",21
"21453",25
"21454",1
"21455",13
"21456",17
"21457",20
"21458",9
"21459",25
"21460",12
"21461",9
"21462",7
"21463",15
"21464",19
"21465",8
"21466",8
"21467",8
"21468",5
"21469",2
"21470",10
"21471",10
"21472",18
"21473",3
"21474",12
"21475",13
"21476",10
"21477",20
"21478",16
"21479",7
"21480",7
"21481",20
"21482",7
"21483",4
"21484",11
"21485",14
"21486",27
"21487",29
"21488",7
"21489",5
"21490",8
"21491",19
"21492",14
"21493",11
"21494",5
"21495",21
"21496",2
"21497",20
"21498",8
"21499",5
"21500",11
"21501",6
"21502",11
"21503",12
"21504",13
"21505",6
"21506",7
"21507",11
"21508",8
"21509",5
"21510",16
"21511",2
"21512",11
"21513",19
"21514",4
"21515",11
"21516",13
"21517",1
"21518",6
"21519",9
"21520",9
"21521",3
"21522",2
"21523",30
"21524",4
"21525",12
"21526",23
"21527",16
"21528",5
"21529",7
"21530",6
"21531",1
"21532",20
"21533",3
"21534",2
"21535",3
"21536",14
"21537",5
"21538",8
"21539",19
"21540",2
"21541",19
"21542",11
"21543",2
"21544",12
"21545",15
"21546",5
"21547",11
"21548",7
"21549",6
"21550",12
"21551",7
"21552",2
"21553",8
"21554",5
"21555",19
"21556",7
"21557",4
"21558",12
"21559",3
"21560",9
"21561",6
"21562",6
"21563",2
"21564",12
"21565",2
"21566",7
"21567",23
"21568",10
"21569",22
"21570",19
"21571",7
"21572",1
"21573",4
"21574",8
"21575",16
"21576",18
"21577",4
"21578",5
"21579",32
"21580",11
"21581",6
"21582",5
"21583",15
"21584",17
"21585",12
"21586",2
"21587",4
"21588",4
"21589",21
"21590",12
"21591",10
"21592",0
"21593",9
"21594",9
"21595",10
"21596",23
"21597",4
"21598",2
"21599",10
"21600",4
"21601",8
"21602",5
"21603",9
"21604",13
"21605",10
"21606",16
"21607",11
"21608",1
"21609",5
"21610",16
"21611",29
"21612",13
"21613",2
"21614",4
"21615",10
"21616",4
"21617",6
"21618",13
"21619",15
"21620",15
"21621",21
"21622",4
"21623",12
"21624",18
"21625",16
"21626",7
"21627",15
"21628",17
"21629",10
"21630",14
"21631",7
"21632",22
"21633",8
"21634",7
"21635",17
"21636",12
"21637",5
"21638",13
"21639",8
"21640",10
"21641",11
"21642",24
"21643",17
"21644",17
"21645",17
"21646",9
"21647",8
"21648",8
"21649",12
"21650",8
"21651",28
"21652",2
"21653",8
"21654",18
"21655",17
"21656",5
"21657",6
"21658",5
"21659",6
"21660",3
"21661",15
"21662",2
"21663",12
"21664",5
"21665",6
"21666",4
"21667",10
"21668",11
"21669",18
"21670",1
"21671",10
"21672",20
"21673",8
"21674",15
"21675",5
"21676",6
"21677",11
"21678",5
"21679",10
"21680",18
"21681",22
"21682",4
"21683",27
"21684",8
"21685",6
"21686",5
"21687",10
"21688",16
"21689",21
"21690",6
"21691",9
"21692",8
"21693",18
"21694",27
"21695",18
"21696",4
"21697",0
"21698",6
"21699",7
"21700",3
"21701",11
"21702",11
"21703",9
"21704",2
"21705",13
"21706",9
"21707",7
"21708",3
"21709",15
"21710",1
"21711",5
"21712",6
"21713",7
"21714",3
"21715",6
"21716",2
"21717",10
"21718",6
"21719",12
"21720",3
"21721",21
"21722",8
"21723",20
"21724",3
"21725",8
"21726",5
"21727",17
"21728",6
"21729",3
"21730",19
"21731",12
"21732",21
"21733",1
"21734",2
"21735",0
"21736",2
"21737",13
"21738",5
"21739",17
"21740",10
"21741",14
"21742",14
"21743",13
"21744",24
"21745",10
"21746",4
"21747",12
"21748",17
"21749",2
"21750",1
"21751",17
"21752",20
"21753",13
"21754",16
"21755",6
"21756",1
"21757",6
"21758",14
"21759",7
"21760",6
"21761",6
"21762",1
"21763",20
"21764",12
"21765",13
"21766",8
"21767",15
"21768",2
"21769",21
"21770",13
"21771",13
"21772",10
"21773",8
"21774",5
"21775",1
"21776",18
"21777",19
"21778",22
"21779",3
"21780",7
"21781",7
"21782",16
"21783",15
"21784",11
"21785",20
"21786",18
"21787",0
"21788",16
"21789",4
"21790",3
"21791",16
"21792",5
"21793",12
"21794",18
"21795",16
"21796",7
"21797",5
"21798",22
"21799",18
"21800",3
"21801",30
"21802",5
"21803",14
"21804",6
"21805",19
"21806",17
"21807",16
"21808",1
"21809",13
"21810",15
"21811",13
"21812",7
"21813",9
"21814",12
"21815",18
"21816",6
"21817",7
"21818",4
"21819",8
"21820",4
"21821",18
"21822",19
"21823",6
"21824",10
"21825",3
"21826",1
"21827",10
"21828",3
"21829",17
"21830",15
"21831",23
"21832",18
"21833",18
"21834",7
"21835",3
"21836",13
"21837",23
"21838",6
"21839",13
"21840",5
"21841",28
"21842",8
"21843",3
"21844",10
"21845",1
"21846",9
"21847",5
"21848",32
"21849",7
"21850",18
"21851",10
"21852",12
"21853",10
"21854",13
"21855",18
"21856",10
"21857",11
"21858",15
"21859",15
"21860",4
"21861",3
"21862",11
"21863",4
"21864",21
"21865",22
"21866",12
"21867",10
"21868",11
"21869",16
"21870",6
"21871",2
"21872",11
"21873",9
"21874",8
"21875",12
"21876",14
"21877",8
"21878",3
"21879",7
"21880",2
"21881",8
"21882",9
"21883",4
"21884",31
"21885",4
"21886",9
"21887",4
"21888",27
"21889",9
"21890",11
"21891",9
"21892",15
"21893",9
"21894",5
"21895",21
"21896",5
"21897",11
"21898",18
"21899",10
"21900",5
"21901",12
"21902",18
"21903",18
"21904",6
"21905",13
"21906",11
"21907",14
"21908",9
"21909",10
"21910",2
"21911",5
"21912",6
"21913",3
"21914",12
"21915",9
"21916",9
"21917",8
"21918",11
"21919",5
"21920",19
"21921",4
"21922",1
"21923",13
"21924",26
"21925",12
"21926",7
"21927",5
"21928",23
"21929",23
"21930",10
"21931",16
"21932",16
"21933",17
"21934",3
"21935",11
"21936",17
"21937",14
"21938",1
"21939",27
"21940",7
"21941",1
"21942",10
"21943",13
"21944",12
"21945",3
"21946",6
"21947",1
"21948",11
"21949",3
"21950",8
"21951",8
"21952",21
"21953",16
"21954",29
"21955",13
"21956",13
"21957",13
"21958",11
"21959",25
"21960",15
"21961",0
"21962",5
"21963",16
"21964",12
"21965",9
"21966",9
"21967",9
"21968",4
"21969",7
"21970",11
"21971",18
"21972",1
"21973",6
"21974",14
"21975",2
"21976",8
"21977",6
"21978",7
"21979",6
"21980",6
"21981",20
"21982",7
"21983",14
"21984",1
"21985",4
"21986",6
"21987",5
"21988",12
"21989",9
"21990",20
"21991",3
"21992",4
"21993",4
"21994",4
"21995",2
"21996",22
"21997",4
"21998",13
"21999",3
"22000",19
"22001",9
"22002",3
"22003",18
"22004",29
"22005",14
"22006",8
"22007",9
"22008",21
"22009",4
"22010",17
"22011",6
"22012",3
"22013",27
"22014",17
"22015",3
"22016",5
"22017",18
"22018",6
"22019",5
"22020",24
"22021",12
"22022",1
"22023",11
"22024",8
"22025",8
"22026",6
"22027",31
"22028",20
"22029",8
"22030",6
"22031",10
"22032",7
"22033",17
"22034",12
"22035",4
"22036",17
"22037",15
"22038",8
"22039",23
"22040",7
"22041",8
"22042",11
"22043",16
"22044",12
"22045",11
"22046",17
"22047",13
"22048",8
"22049",15
"22050",6
"22051",14
"22052",9
"22053",13
"22054",7
"22055",8
"22056",23
"22057",9
"22058",3
"22059",14
"22060",6
"22061",28
"22062",13
"22063",11
"22064",3
"22065",17
"22066",21
"22067",6
"22068",22
"22069",17
"22070",8
"22071",23
"22072",1
"22073",24
"22074",11
"22075",2
"22076",13
"22077",22
"22078",1
"22079",12
"22080",6
"22081",14
"22082",1
"22083",4
"22084",7
"22085",21
"22086",10
"22087",6
"22088",12
"22089",7
"22090",5
"22091",20
"22092",17
"22093",15
"22094",2
"22095",6
"22096",12
"22097",8
"22098",27
"22099",12
"22100",6
"22101",3
"22102",14
"22103",17
"22104",14
"22105",9
"22106",3
"22107",7
"22108",23
"22109",7
"22110",3
"22111",7
"22112",30
"22113",13
"22114",7
"22115",6
"22116",10
"22117",10
"22118",16
"22119",11
"22120",3
"22121",3
"22122",21
"22123",9
"22124",7
"22125",10
"22126",18
"22127",2
"22128",3
"22129",4
"22130",11
"22131",14
"22132",20
"22133",24
"22134",14
"22135",9
"22136",10
"22137",3
"22138",7
"22139",5
"22140",12
"22141",2
"22142",14
"22143",22
"22144",4
"22145",7
"22146",36
"22147",5
"22148",5
"22149",37
"22150",1
"22151",19
"22152",17
"22153",10
"22154",9
"22155",16
"22156",5
"22157",11
"22158",24
"22159",3
"22160",10
"22161",6
"22162",9
"22163",17
"22164",5
"22165",17
"22166",4
"22167",6
"22168",5
"22169",6
"22170",15
"22171",18
"22172",6
"22173",8
"22174",4
"22175",5
"22176",8
"22177",5
"22178",24
"22179",7
"22180",11
"22181",18
"22182",13
"22183",7
"22184",17
"22185",8
"22186",6
"22187",18
"22188",16
"22189",16
"22190",4
"22191",7
"22192",13
"22193",5
"22194",7
"22195",21
"22196",12
"22197",14
"22198",10
"22199",3
"22200",0
"22201",3
"22202",16
"22203",16
"22204",1
"22205",13
"22206",13
"22207",3
"22208",21
"22209",5
"22210",16
"22211",30
"22212",0
"22213",8
"22214",14
"22215",10
"22216",5
"22217",8
"22218",13
"22219",11
"22220",15
"22221",18
"22222",5
"22223",9
"22224",8
"22225",24
"22226",7
"22227",21
"22228",3
"22229",15
"22230",13
"22231",11
"22232",4
"22233",9
"22234",6
"22235",12
"22236",6
"22237",8
"22238",22
"22239",10
"22240",19
"22241",5
"22242",0
"22243",24
"22244",8
"22245",9
"22246",7
"22247",2
"22248",8
"22249",14
"22250",19
"22251",5
"22252",10
"22253",16
"22254",18
"22255",8
"22256",4
"22257",8
"22258",12
"22259",11
"22260",17
"22261",11
"22262",16
"22263",4
"22264",2
"22265",5
"22266",9
"22267",13
"22268",18
"22269",3
"22270",2
"22271",9
"22272",2
"22273",2
"22274",2
"22275",11
"22276",27
"22277",4
"22278",5
"22279",7
"22280",14
"22281",12
"22282",19
"22283",19
"22284",14
"22285",18
"22286",28
"22287",14
"22288",9
"22289",15
"22290",9
"22291",20
"22292",24
"22293",5
"22294",19
"22295",7
"22296",16
"22297",16
"22298",12
"22299",11
"22300",4
"22301",8
"22302",9
"22303",5
"22304",16
"22305",7
"22306",6
"22307",3
"22308",16
"22309",21
"22310",33
"22311",12
"22312",7
"22313",8
"22314",1
"22315",4
"22316",4
"22317",4
"22318",10
"22319",5
"22320",3
"22321",8
"22322",6
"22323",23
"22324",6
"22325",3
"22326",13
"22327",6
"22328",3
"22329",12
"22330",14
"22331",8
"22332",6
"22333",5
"22334",19
"22335",3
"22336",4
"22337",3
"22338",8
"22339",1
"22340",1
"22341",2
"22342",20
"22343",17
"22344",19
"22345",20
"22346",19
"22347",2
"22348",11
"22349",7
"22350",14
"22351",19
"22352",7
"22353",6
"22354",19
"22355",14
"22356",4
"22357",13
"22358",3
"22359",4
"22360",6
"22361",16
"22362",6
"22363",30
"22364",21
"22365",3
"22366",5
"22367",7
"22368",3
"22369",5
"22370",3
"22371",11
"22372",1
"22373",25
"22374",10
"22375",15
"22376",11
"22377",8
"22378",17
"22379",12
"22380",19
"22381",6
"22382",16
"22383",9
"22384",18
"22385",17
"22386",5
"22387",7
"22388",18
"22389",9
"22390",5
"22391",12
"22392",23
"22393",9
"22394",14
"22395",2
"22396",6
"22397",4
"22398",8
"22399",5
"22400",1
"22401",3
"22402",27
"22403",24
"22404",3
"22405",13
"22406",14
"22407",6
"22408",15
"22409",18
"22410",14
"22411",1
"22412",9
"22413",24
"22414",4
"22415",14
"22416",2
"22417",10
"22418",18
"22419",31
"22420",13
"22421",16
"22422",4
"22423",8
"22424",5
"22425",13
"22426",20
"22427",25
"22428",14
"22429",22
"22430",5
"22431",16
"22432",9
"22433",14
"22434",12
"22435",5
"22436",6
"22437",3
"22438",4
"22439",5
"22440",4
"22441",1
"22442",14
"22443",5
"22444",10
"22445",2
"22446",8
"22447",13
"22448",1
"22449",11
"22450",25
"22451",6
"22452",19
"22453",2
"22454",4
"22455",14
"22456",0
"22457",9
"22458",9
"22459",27
"22460",10
"22461",23
"22462",3
"22463",17
"22464",12
"22465",10
"22466",20
"22467",8
"22468",16
"22469",7
"22470",12
"22471",4
"22472",8
"22473",4
"22474",16
"22475",9
"22476",14
"22477",23
"22478",4
"22479",9
"22480",5
